,acc,site,main_class,sub_class_1,sub_class_all,binding_sites,area_a2,alpha_seeds,beta_seeds,hydrophobicity,pdbs
2057,Q92932,3,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[840, 855, 58]","[2752.8835884866016, 2924.1826125075595, 1674.1830382169778]","[0, 41, 8]","[0, 334, 8]","[-38.199, -27.2, 2.69999]","['2QEP', '4HTI', '4HTJ']"
2058,P18433,1,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,[572],[3053.0833226371847],[16],[10],[-61.0],['6UZT']
2059,P23467,14,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[55, 43, 182, 169, 1306, 269, 336, 1166, 492, 508, 622, 1073, 1843, 864]","[760.5871445275143, 968.561547822521, 1345.3100654872687, 812.716638626081, 769.6975692974522, 2068.1044321685154, 907.7189822470535, 2661.3274944364266, 2017.7724332740302, 771.6835600607493, 1377.5267102988878, 2805.6935670679713, 1466.8175609054447, 1361.5850668366436]","[89, 92, 155, 501, 3, 1, 364, 350, 0, 0, 80, 6, 1, 1]","[214, 217, 746, 2834, 67, 3, 2114, 527, 750, 57, 79, 1504, 1950, 28]","[18.8, 18.5999, -15.8, -0.7, -1.2, -10.0, -2.1999, -1.9, 16.1, 12.7, 1.59999, -13.2, -18.6, 7.2]","['2AHS', '2H02', '2H03', '2H04', '2HC1', '2HC2', '2I3R', '2I3U', '2I4E', '2I4G', '2I4H', '2I5X']"
2060,P08575,3,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[1022, 858, 887]","[1744.0881289706892, 1845.4190364593933, 1421.4694466527656]","[12, 6, 75]","[16, 37, 517]","[-13.499, 7.2, -25.0]","['1YGR', '1YGU', '5FMV', '5FN6', '5FN7']"
2061,P23468,10,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[29, 263, 967, 1613, 884, 1699, 1903, 787, 1784, 702]","[830.5954036325658, 5447.539696393638, 1140.3069882810464, 1107.2871041625656, 2586.8197765197333, 2093.6137766647194, 2499.414269356275, 911.0740868458041, 851.4028311238975, 1036.300491049035]","[83, 2, 1, 0, 75, 85, 177, 4038, 35, 2]","[372, 1134, 57, 152, 199, 381, 206, 4216, 107, 170]","[1.39999, -36.2, 2.69999, 13.5, -20.299, -39.9, -23.699, 7.6, -12.7, 0.9]","['1X5Z', '2DLH', '2YD6', '2YD7', '4RCA', '5WY8', '5XNP', '6X3A']"
2062,P10586,9,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[444, 281, 800, 154, 1076, 952, 1677, 1609, 1617]","[2197.3743763976718, 1195.2280395554417, 4444.206341734581, 1389.1186054142163, 966.5103981004826, 2548.433974578733, 1801.7192887224871, 717.3487454895517, 1559.594803655597]","[146, 13, 33, 0, 0, 40, 21, 97, 8]","[1260, 181, 73, 8, 28, 1734, 140, 455, 43]","[-11.399, 9.9, -13.1, 18.7, 6.79999, -6.6999, -24.5, 18.4, -10.6]","['1LAR', '2DJU', '2DN7', '2EDX', '2EDY', '2YD5', '2YD8', '4N5U', '6KR4', '6TPT', '6TPU', '6TPV', '6TPW']"
2063,P23470,2,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[1032, 88]","[4251.621282156297, 955.3028632715373]","[0, 0]","[0, 1]","[-53.999, 5.9]","['2H4V', '2HY3', '2NLK', '2PBN', '3JXH', '3QCB', '3QCC', '3QCD', '3QCE', '3QCF', '3QCG', '3QCH', '3QCI', '3QCJ', '3QCK', '3QCL', '3QCM', '3QCN', '5E5R']"
2064,Q9HD43,8,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[719, 576, 599, 914, 555, 857, 921, 276]","[891.3307284217716, 1993.3517863801253, 985.0607270180406, 3669.4424694695344, 764.0345576511481, 2567.6535403016946, 1306.456903157678, 1740.4787880775655]","[23, 761, 207, 20, 8, 217, 66, 57]","[1944, 8431, 1167, 10, 49, 631, 395, 514]","[4.6, -34.6, -18.0, -31.099, -17.9, -23.6, -11.399, -8.5]",['7XC0']
2065,Q12913,7,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[1059, 551, 1218, 539, 448, 270, 170]","[1047.7436453269995, 1626.2446614288665, 1327.7260671988984, 1771.3429966443603, 1961.5423850606383, 1368.575692267298, 873.7007697964322]","[29, 35, 10, 2512, 861, 3, 1637]","[383, 270, 37, 3975, 6630, 61, 2680]","[-13.6, -13.6, 5.19999, 5.5, 7.0, 19.2, 0.59999]","['2CFV', '2DLE', '2NZ6', '7U01', '7U08']"
2066,Q15262,7,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[508, 460, 1143, 200, 1217, 986, 1285]","[759.9004544295906, 1633.6274041648026, 2112.7997932809476, 2053.349418672155, 914.665004819046, 1381.0807824323656, 1030.6607504594238]","[571, 20, 2, 154, 274, 60, 21]","[9483, 692, 3, 240, 1021, 2320, 176]","[-2.5999, 13.5, 34.8, -5.2999, 1.69999, -7.1, -15.5]","['2C7S', '8A1F']"
2067,P28827,4,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[541, 999, 1430, 1329]","[2020.2253965749721, 2123.878755521663, 8066.143469995969, 1323.1664914907992]","[2933, 33, 39, 0]","[2972, 80, 136, 10]","[6.49999, -11.1, -77.2, -5.2999]","['1RPM', '2C9A', '2V5Y', '8A16', '8A17']"
2068,Q16849,4,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[101, 42, 360, 868]","[816.4122763544425, 3665.614186718021, 1058.8759370726366, 1284.5625233932992]","[0, 542, 0, 0]","[0, 989, 0, 0]","[21.9, -6.7, 28.8, -12.7]","['2I1Y', '2QT7', '3N01', '3N4W', '3NG8', '3NP5']"
2069,Q16827,7,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[154, 91, 534, 1048, 599, 952, 742]","[1026.1056350371912, 3131.08208690881, 3360.3735538367314, 1080.208902594291, 748.30603828312, 777.3186464390218, 696.4497851752267]","[136, 292, 414, 0, 690, 101, 7]","[188, 847, 659, 1, 572, 984, 355]","[1.49999, -9.6, 51.0999, -12.099, -4.7, -7.0, 11.0999]","['2G59', '2GJT']"
2070,Q9UMZ3,21,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[925, 963, 775, 2165, 2273, 113, 223, 677, 2144, 666, 1884, 310, 1779, 1008, 585, 1467, 435, 1629, 1275, 1575, 1333]","[1681.6460660985053, 1161.7941245532934, 1171.9889805651371, 981.5514516686973, 1596.033012076845, 706.1020377151725, 2246.822462988758, 808.6977271351553, 1130.5787169559026, 1991.1879659585973, 1992.354427675347, 966.8813775292676, 6613.185956531553, 610.2146182379664, 1203.9762115428546, 3742.3483629838406, 1630.568035911529, 1182.3864886956846, 2127.663211116404, 867.295023590668, 1634.047834589061]","[89, 929, 150, 51, 521, 0, 139, 1, 0, 127, 14, 2145, 79, 288, 5, 1, 0, 0, 39, 564, 14]","[1377, 2753, 1552, 329, 3789, 0, 417, 34, 36, 625, 111, 4000, 374, 497, 87, 0, 0, 0, 663, 3743, 56]","[-10.5, -16.799, 2.6, 0.39999, -9.0, 8.5, 3.89999, -6.9, -10.5, 6.6, 0.8, 11.3, -36.9, 11.1, 14.3, 11.1, 13.4, 14.5, 24.0, 4.0, -10.7]",['4IKC']
2071,Q15256,1,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,[589],[3006.611604197166],[38],[229],[-21.0],['2A8B']
2072,Q13332,7,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[316, 1471, 630, 948, 1658, 1179, 485]","[4383.710127052897, 2414.5763354479727, 5915.239260634537, 1757.0584463441487, 1322.7792223223294, 1450.476043119022, 547.5697093216064]","[1, 35, 172, 171, 165, 6, 0]","[14, 130, 263, 277, 332, 29, 0]","[11.0999, -17.5, -23.799, 4.19999, -5.6, -4.0, 5.8]","['2FH7', '2YD2', '2YD3', '2YD9', '4BPC', '4PBX']"
2073,O14522,7,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[517, 1058, 1164, 1219, 1286, 195, 1331]","[2969.0222541714916, 4460.225749311273, 642.2889217528111, 596.5434542070948, 1872.0453916768738, 823.2464039288352, 897.6267128101327]","[155, 34, 10, 58, 163, 54, 11]","[875, 11, 8, 459, 1176, 87, 76]","[8.99999, 1.99999, -1.5, 6.3, -9.8, 8.5, -6.9999]",['2OOQ']
2074,Q92729,4,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[193, 1187, 991, 503]","[985.9068238543128, 6576.8898954816095, 815.5332121878549, 1317.8220993957202]","[0, 2, 0, 268]","[2, 16, 0, 406]","[0.59999, -21.0, -1.2, -15.7]","['6SUB', '6SUC']"
2075,P23471,7,Receptors,Other_receptors,Other_receptors;ReceptorTypePhosphatases,"[206, 1935, 10, 1834, 1863, 1987, 2134]","[1521.9230353041344, 780.7914637995457, 1010.6049780992846, 930.6465969286132, 979.4929327787061, 697.2953002350818, 454.1978910729413]","[32, 0, 0, 0, 8, 0, 4]","[49, 0, 2, 6, 2, 0, 247]","[-12.299, -8.4, 9.39999, -10.1, -18.0, 4.39999, 17.7999]","['3JXF', '3S97', '5AWX', '5H08']"
2076,P53801,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
2077,P15151,1,Receptors,IG,IG;OtherPVR,[143],[4005.8734935622674],[9],[47],[-15.899],"['1DGI', '1NN8', '3EPC', '3EPD', '3EPF', '3J8F', '3J9F', '3UDW', '3URO', '4FQP', '6ARQ', '6ISC', '6O3O']"
2078,Q6UX71,2,Unclassified,Unclassified,Unclassified,"[297, 253]","[1068.304593542855, 2385.307745668445]","[0, 1471]","[0, 2862]","[-3.1, -4.5]",[]
2079,Q96P65,2,Receptors,GPCR,GPCR;Rhodopsin,"[294, 104]","[1384.9569647755723, 1244.4744436551862]","[33, 2]","[192, 317]","[22.9, 36.4]",[]
2080,O00391,2,Enzymes,Oxidoreductases,1.8.3,"[479, 120]","[1779.854385629919, 594.9542349604177]","[584, 0]","[4088, 0]","[-6.8, 14.1]","['3LLI', '3LLK', '3Q6O', '4IJ3']"
2081,Q6ZRP7,2,Enzymes,Oxidoreductases,1.8.3,"[393, 107]","[1590.1541613797106, 2211.6645505365846]","[2161, 22]","[3156, 1460]","[-8.2, -11.8]",[]
2082,Q86UN2,2,Unmatched,Unmatched,Unmatched,"[155, 164]","[2728.7284255644713, 1080.844202442017]","[95, 19]","[1765, 51]","[-70.0, -10.1]",[]
2083,Q86UN3,2,Unmatched,Unmatched,Unmatched,"[161, 55]","[2338.95063718264, 953.6343285066308]","[246, 13]","[1572, 137]","[-64.6, 7.69999]",[]
2084,Q15109,3,Receptors,IG,IG;OtherMisc,"[286, 134, 171]","[758.5262985318539, 828.3768962278086, 1252.1121983873857]","[1295, 433, 296]","[7690, 454, 235]","[10.9, 4.0, -2.5999]","['2E5E', '2ENS', '2L7U', '2LE9', '2LMB', '2M1K', '2MJW', '2MOV', '3CJJ', '3O3U', '4LP4', '4LP5', '4OF5', '4OFV', '4OI7', '4OI8', '4P2Y', '4XYN', '4YBH', '5D7F', '6VXG', '6XQ1', '6XQ3', '6XQ5', '6XQ6', '6XQ7', '6XQ8', '6XQ9', '7LML', '7LMW']"
2085,Q8NFJ5,0,Receptors,GPCR,GPCR;Glutamate,[],[],[],[],[],[]
2086,O60895,2,Receptors,Other_receptors,Other_receptors;RAMP,"[28, 124]","[996.7910849206943, 1823.1530954898117]","[0, 491]","[197, 352]","[28.4, 1.69999]","['2XVT', '3AQE', '3AQF', '4RWF', '6UUN', '6V2E', '7TYH', '7TYX', '7TYY']"
2087,O60896,3,Receptors,Other_receptors,Other_receptors;RAMP,"[111, 92, 40]","[4718.160784221033, 856.9644197481136, 866.8924343098745]","[6, 3267, 3098]","[104, 4843, 4835]","[35.8, 5.1, 6.1]","['6UUS', '6UVA', '7TZF']"
2088,O95980,6,Unmatched,Unmatched,Unmatched,"[393, 632, 147, 565, 775, 735]","[3683.166575154383, 3034.0028014779637, 662.8074002902014, 2098.9862879533025, 1326.654435038174, 1174.2268805171389]","[0, 47, 599, 0, 3, 0]","[0, 408, 2939, 0, 1, 6]","[7.99999, 10.7999, -6.5, 4.4, -4.8999, -7.6999]",[]
2089,Q8IUW5,2,Unclassified,Unclassified,Unclassified,"[229, 125]","[1246.8463461086465, 1976.6697354640912]","[2, 29]","[235, 11]","[4.4, 8.2]",[]
2090,P07949,2,Receptors,Kinase,Kinase;Other,"[375, 924]","[602.9377588099846, 8957.496499847071]","[383, 0]","[751, 2]","[17.2, -9.9999]","['2IVS', '2IVT', '2IVU', '2IVV', '2X2K', '2X2L', '2X2M', '2X2U', '4CKI', '4CKJ', '4UX8', '5AMN', '5FM2', '5FM3', '6FEK', '6GL7', '6I82', '6I83', '6NE7', '6NEC', '6NJA', '6Q2J', '6Q2N', '6Q2O', '6Q2R', '6Q2S', '6VHG', '7DU8', '7DU9', '7DUA', '7JU5', '7JU6', '7NZN', '7RUN']"
2091,Q96B86,2,Unmatched,Unmatched,Unmatched,"[244, 35]","[1870.1189360336168, 1158.2765104086352]","[169, 2]","[172, 31]","[-5.4, 15.3]","['4UHY', '6Z3G']"
2092,Q6NW40,4,Unmatched,Unmatched,Unmatched,"[374, 63, 197, 34]","[1991.5345107778546, 1405.0315479065382, 950.6152967516255, 1292.6288534195994]","[0, 503, 11, 4]","[0, 1833, 27, 208]","[-0.8999, 16.5999, -2.7, 31.2]","['4BQ6', '4BQ7', '4BQ8', '4UHZ', '4UI0', '4UI2', '6Z3H', '6Z3J', '6Z3M']"
2093,Q6ZVN8,4,Unclassified,Unclassified,Unclassified,"[43, 304, 192, 25]","[1416.043411933788, 1460.2421299112925, 1413.3018875298496, 1110.0144720070155]","[68, 3, 122, 1]","[412, 16, 684, 107]","[9.59999, 4.39999, -22.8, 25.2]","['4UI1', '6Z3L']"
2094,P47804,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
2095,Q02094,0,Transporters,SLC,SLC;Other;SLC42(Rh),[],[],[],[],[],"['7UZQ', '7V0K', '7V0S', '8CRT', '8CS9', '8CSL', '8CSX', '8CTE']"
2096,Q9NX52,0,Enzymes,Hydrolases,3.4.21,[],[],[],[],[],[]
2097,Q9UBD6,0,Transporters,SLC,SLC;Other;SLC42(Rh),[],[],[],[],[],['3HD6']
2098,Q6PJF5,3,Unclassified,Unclassified,Unclassified,"[460, 652, 247]","[877.1873558654993, 1217.2831835364766, 1012.8168920379787]","[0, 334, 0]","[0, 440, 17]","[31.8, 6.49999, 14.8]",[]
2099,Q9NSD7,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
2100,Q8TDU9,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['7YJ4', '7YK6', '7YK7']"
2101,Q8TEB7,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],['3ICU']
2102,Q8NC42,3,Unclassified,Unclassified,Unclassified,"[43, 147, 97]","[1143.4540108478645, 853.4968383753456, 1053.9217230281145]","[301, 12, 0]","[685, 95, 427]","[7.49999, -9.9, -0.3]",[]
2103,Q9ULK6,2,Unclassified,Unclassified,Unclassified,"[205, 237]","[1582.7780121098376, 2332.3754001139605]","[3, 0]","[3, 4]","[-4.1, -25.9]",[]
2104,Q9H6Y7,2,Unclassified,Unclassified,Unclassified,"[41, 107]","[2372.0779560128553, 1338.440449551419]","[0, 239]","[0, 382]","[8.09999, 2.9]",[]
2105,O43567,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],"['5ZBU', '5ZC4']"
2106,Q68DV7,1,Unclassified,Unclassified,Unclassified,[86],[2369.9560234933747],[4],[6],[-19.8],['4KNG']
2107,Q5M7Z0,0,Miscellaneous,Unknown_function,Unknown_function;RNFT,[],[],[],[],[],[]
2108,Q9Y6N7,7,Receptors,IG,IG;OtherROBO,"[460, 528, 452, 181, 85, 146, 826]","[1256.6015730744602, 702.814613106305, 2360.8110799893425, 1559.2787051355135, 1956.8835195106487, 777.3529712476443, 989.354043052474]","[200, 269, 111, 56, 128, 164, 8]","[700, 483, 187, 1024, 926, 1620, 496]","[-18.3, 8.4, -3.0, 0.2, -10.7, 0.29999, 1.1]","['2EO9', '2V9Q', '2V9R', '2V9T', '3WIH', '4HLJ', '5O5G', '5O5I', '5OPE', '6A77', '6A78', '6A79']"
2109,Q9HCK4,7,Receptors,IG,IG;OtherROBO,"[609, 499, 649, 788, 48, 109, 114]","[1707.2475251941207, 1015.8285546250313, 1466.6372102160722, 896.639826080866, 2124.6821887539986, 1110.219257305916, 993.4867887957242]","[449, 336, 39, 44, 354, 4, 0]","[941, 791, 345, 580, 2650, 76, 3]","[-12.999, 1.29999, 20.9, 2.49999, -15.299, -25.1, -21.999]","['1UEM', '1UJT', '2EDJ', '5NOI', '6I9S', '6IAA']"
2110,Q96MS0,7,Receptors,IG,IG;OtherROBO,"[532, 626, 389, 429, 856, 738, 81]","[2234.5320483216865, 1582.688030690624, 1080.8085201550873, 1652.4191702955534, 1225.7373645076648, 586.709493499469, 2009.3981495974886]","[25, 2005, 190, 58, 598, 116, 43]","[57, 2429, 422, 316, 1279, 214, 168]","[-6.4999, -7.0, -10.2, 27.9, -3.3, 2.59999, 3.2]","['6POG', '6POK', '6POL']"
2111,Q04912,5,Receptors,Kinase,Kinase;Other,"[1182, 1208, 1157, 482, 235]","[1300.715739545979, 3441.6994974390764, 1899.483131071059, 1954.383626245376, 1529.6426265857053]","[382, 0, 0, 1, 949]","[1762, 0, 0, 11, 7681]","[-8.5, -4.3, 7.1, 0.29999, 3.79999]","['3PLS', '4FWW', '4QT8']"
2112,Q01973,3,Receptors,Kinase,Kinase;Other,"[96, 690, 206]","[3366.2430961111877, 1435.0122320208798, 2465.376082581992]","[134, 0, 2]","[570, 0, 1]","[16.0, -6.7, 21.0]","['5Z55', '6BA5', '6BAN', '6TU9', '7TNG']"
2113,Q01974,1,Receptors,Kinase,Kinase;Other,[208],[6927.12259544817],[0],[0],[-10.399],"['3ZZW', '4GT4', '6OSH', '6OSN', '6OSV']"
2114,P08922,14,Receptors,Kinase,Kinase;Other,"[1283, 1113, 1510, 1165, 1636, 1573, 1987, 787, 728, 1968, 979, 2054, 1833, 529]","[2478.6770428859686, 2654.4764953459317, 2717.8877977293896, 1258.7807136083113, 816.1516405194782, 2070.8170616770594, 7236.972642883975, 935.6264091354981, 1315.9309381884482, 847.0018864522576, 1926.2663719957472, 2295.374032120736, 1179.7324246798187, 1483.7998084528217]","[6, 137, 29, 110, 47, 1026, 260, 2171, 130, 40, 30, 5, 109, 2]","[106, 918, 851, 91, 590, 2089, 168, 1177, 1041, 105, 23, 13, 458, 138]","[-0.1, 18.9, -12.199, 3.7, 3.8, -1.1, 3.49999, -0.6, -5.6, 9.8, 12.2, -6.5999, 0.29999, 12.2]","['3ZBF', '4UXL', '7Z5W', '7Z5X']"
2115,P04843,3,Enzymes,Transferases,2.4.1,"[400, 361, 320]","[7590.313774248337, 761.7206389139483, 1673.592341227914]","[0, 1, 26]","[40, 1, 106]","[38.3, -2.0999, -15.2]","['6S7O', '6S7T', '8B6L']"
2116,Q8N4K4,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
2117,Q9NS64,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
2118,Q9BZR6,2,Unmatched,Unmatched,Unmatched,"[14, 184]","[1431.0206640215683, 1622.6731360028696]","[0, 7]","[18, 28]","[12.2999, -45.1]","['1OZN', '1P8T']"
2119,Q9HBX9,1,Receptors,GPCR,GPCR;Rhodopsin,[696],[932.2565662008418],[13],[264],[-4.2],"['2JM4', '2M7P', '7TMW']"
2120,Q8WXD0,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],['2M96']
2121,P34925,1,Receptors,Kinase,Kinase;Other,[98],[5106.608825638319],[134],[113],[22.0],['6TUA']
2122,Q13621,1,Transporters,SLC,SLC;APC;SLC12,[747],[2568.740880425687],[5],[5],[14.1],[]
2123,P55011,1,Transporters,SLC,SLC;APC;SLC12,[879],[3150.1792856586603],[690],[4396],[17.7],"['6PZT', '7D10', '7MXO', '7N3N', '7S1X', '7S1Y', '7S1Z', '7SFL', '7SMP', '7ZGO']"
2124,P55017,2,Transporters,SLC,SLC;APC;SLC12,"[733, 506]","[2521.488224108137, 588.3157781877211]","[7, 216]","[47, 674]","[10.6999, 9.5]","['7Y6I', '7YG0', '7YG1', '8FHT']"
2125,Q9UP95,1,Transporters,SLC,SLC;APC;SLC12,[673],[2189.96176913898],[0],[3],[34.4],"['6KKR', '6KKT', '6KKU', '7AIP', '7AIQ', '7AIR', '7TTH', '7TTI']"
2126,Q9H2X9,3,Transporters,SLC,SLC;APC;SLC12,"[676, 235, 385]","[2192.4760128892135, 794.8962451868015, 1075.1301883964597]","[0, 93, 1]","[0, 275, 29]","[34.9, 16.1, -3.3]","['6M23', '7D8Z']"
2127,Q9UHW9,2,Transporters,SLC,SLC;APC;SLC12,"[807, 738]","[781.9094441481839, 2396.788715413536]","[116, 3]","[572, 5]","[15.7, 31.8]","['6M1Y', '6M22', '6Y5R', '6Y5V', '7AIN', '7AIO', '7D90', '7NGB']"
2128,Q9Y666,2,Transporters,SLC,SLC;APC;SLC12,"[247, 673]","[921.9267380601773, 2368.7461224707986]","[6, 0]","[943, 5]","[16.6, 32.4]",['7D99']
2129,A0AV02,0,Transporters,SLC,SLC;APC;SLC12,[],[],[],[],[],[]
2130,Q9BXP2,1,Transporters,SLC,SLC;APC;SLC12,[510],[3492.2316274211225],[1],[1],[40.8],[]
2131,Q9BZW2,1,Transporters,SLC,SLC;Other;SLC13,[437],[4844.457657032157],[1371],[1555],[92.5999],[]
2132,Q13183,0,Transporters,SLC,SLC;Other;SLC13,[],[],[],[],[],[]
2133,Q8WWT9,0,Transporters,SLC,SLC;Other;SLC13,[],[],[],[],[],[]
2134,Q9UKG4,1,Transporters,SLC,SLC;Other;SLC13,[468],[4012.8590769306384],[634],[935],[84.3999],[]
2135,P46059,2,Transporters,SLC,SLC;MFS;SLC15,"[240, 189]","[963.7692615474891, 930.3401946821522]","[40, 25]","[110, 253]","[6.29999, 16.5]","['7PMW', '7PMX', '7PN1']"
2136,Q16348,1,Transporters,SLC,SLC;MFS;SLC15,[263],[1033.9842452061662],[21],[47],[-1.6],"['6EZI', '7PMY']"
2137,Q8IY34,1,Transporters,SLC,SLC;MFS;SLC15,[523],[775.5259993717509],[234],[881],[25.3],[]
2138,Q8N697,0,Transporters,SLC,SLC;MFS;SLC15,[],[],[],[],[],[]
2139,A6NIM6,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
2140,Q9NRA2,0,Transporters,SLC,SLC;MFS;SLC17,[],[],[],[],[],['8DWI']
2141,Q9BYT1,0,Transporters,SLC,SLC;MFS;SLC17,[],[],[],[],[],[]
2142,P41440,1,Transporters,SLC,SLC;MFS;SLC19,[255],[935.0568500229305],[69],[125],[37.0],"['7TX6', '7TX7', '7XPZ', '7XQ0', '7XQ1', '7XQ2', '8DEP', '8GOE', '8GOF', '8HII', '8HIJ', '8HIK']"
2143,O60779,0,Transporters,SLC,SLC;MFS;SLC19,[],[],[],[],[],[]
2144,Q9BZV2,0,Transporters,SLC,SLC;MFS;SLC19,[],[],[],[],[],[]
2145,P21453,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['3V2W', '3V2Y', '7EO2', '7EO4', '7EVY', '7EVZ', '7EW0', '7EW7', '7TD3', '7TD4', '7VIE', '7VIF', '7VIG', '7VIH', '7WF7']"
2146,O95136,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],['7T6B']
2147,Q99500,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['7C4S', '7EW2', '7EW3', '7EW4']"
2148,O95977,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],['2DCO']
2149,Q9H228,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['7EW1', '7YXA']"
2150,Q08357,0,Transporters,SLC,SLC;Other;SLC20,[],[],[],[],[],[]
2151,O15245,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2152,O15244,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2153,O75751,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],"['7ZH0', '7ZH6', '7ZHA']"
2154,Q9H015,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2155,Q4U2R8,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2156,Q9Y694,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2157,Q8TCC7,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2158,Q8IVM8,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2159,Q9NSA0,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2160,Q96S37,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2161,Q9Y226,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2162,Q9Y267,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2163,Q8IZD6,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2164,Q86VW1,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2165,Q8WUG5,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2166,A6NK97,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2167,A1A5C7,0,Transporters,SLC,SLC;MFS;SLC22,[],[],[],[],[],[]
2168,Q6T423,1,Transporters,SLC,SLC;MFS;SLC22,[177],[1398.0349107862378],[117],[57],[17.6],[]
2169,Q9UHI7,0,Transporters,SLC,SLC;APC;SLC23,[],[],[],[],[],[]
2170,Q9UGH3,1,Transporters,SLC,SLC;APC;SLC23,[256],[3750.162783821436],[9965],[6410],[125.499],[]
2171,Q9H2B4,0,Transporters,SLC,SLC;APC;SLC26,[],[],[],[],[],[]
2172,P50443,1,Transporters,SLC,SLC;APC;SLC26,[71],[1123.128100304611],[20],[332],[5.8],['7XLM']
2173,P40879,2,Transporters,SLC,SLC;APC;SLC26,"[500, 42]","[2161.102168180836, 1005.9492153568536]","[0, 0]","[258, 28]","[20.0, 9.29999]",[]
2174,O43511,1,Transporters,SLC,SLC;APC;SLC26,[555],[1373.602240513042],[390],[424],[22.2999],[]
2175,P58743,1,Transporters,SLC,SLC;APC;SLC26,[545],[759.9960596875055],[12],[124],[12.8999],"['7LGU', '7LGW', '7LH2', '7LH3']"
2176,Q9BXS9,1,Transporters,SLC,SLC;APC;SLC26,[508],[1707.4594857355014],[23],[92],[13.7],[]
2177,Q96RN1,0,Transporters,SLC,SLC;APC;SLC26,[],[],[],[],[],[]
2178,Q7LBE3,3,Transporters,SLC,SLC;APC;SLC26,"[40, 498, 514]","[1128.1980878561822, 1815.299889557727, 565.1750394119456]","[0, 13, 31]","[185, 7, 546]","[10.1, 18.9999, 3.2]",['7CH1']
2179,O00337,0,Transporters,SLC,SLC;Other;SLC28,[],[],[],[],[],[]
2180,O43868,0,Transporters,SLC,SLC;Other;SLC28,[],[],[],[],[],[]
2181,Q9HAS3,1,Transporters,SLC,SLC;Other;SLC28,[166],[1335.979147455162],[106],[67],[7.6],['6KSW']
2182,Q99808,0,Transporters,SLC,SLC;MFS;SLC29,[],[],[],[],[],"['6OB6', '6OB7']"
2183,Q14542,0,Transporters,SLC,SLC;MFS;SLC29,[],[],[],[],[],[]
